,arrests,rehab,clinic,unemployment_rate,forign_count,region,arrests_lower,arrests_upper
2026-12-31,6.011619501629275e+80,0.0,0.0,0.0,1.3360576043449721e+68,Etelä-Pohjanmaa,9.77899959258254e+79,3.6956304875788737e+81
2024-12-31,17306444.032797787,280952.982937597,4909977.619686693,1053.776408765679,16426.329454089773,Pohjanmaa,16508499.456348393,18142957.560362376
2025-12-31,5050918361.993267,211769.11557822494,5.588159929792239e+50,26.87595144781937,5511.339037205876,Pohjanmaa,2514103038.4386926,10147466474.884155
2026-12-31,90.15779546443223,0.0,3.6298435764792025e+41,0.0,699.3996304344175,Pohjanmaa,-0.5278568996386912,17599.053177895024
2024-12-31,312.24769642423735,35.62591975288106,0.0,7.927857713102205,4250.079399183375,Keski-Pohjanmaa,276.5708939029151,352.51011748880137
2025-12-31,296.7581084659973,37.118859974286444,0.0,10.779174181480998,5727.013602767162,Keski-Pohjanmaa,259.39180022369476,339.486494125712
2026-12-31,356.55623048882006,46.12824029162661,0.0,13.70335819788003,7914.308037572484,Keski-Pohjanmaa,311.19989590526825,408.5019237295552
2024-12-31,692.3939830044193,36.11067095727056,0.0,7.637955122273607,17584.983665576805,Pohjois-Pohjanmaa,622.6680217096912,769.9152929609978
2025-12-31,1536.6802082493896,42.08776110901212,0.0,5.326084262223141,22492.575545795546,Pohjois-Pohjanmaa,961.6352758565002,2455.2370423607426
2026-12-31,380.23946521150657,74.79193755874742,0.0,3.870702757946437,15250.200287840125,Pohjois-Pohjanmaa,215.73320892627913,669.6103349588363
2024-12-31,941.4583024139738,189.6329350192059,0.0,3.5191714848431523,4676.839474544406,Kainuu,661.6378843349431,1339.4420012606136
2025-12-31,676.586463871746,41.80987235673897,0.0,1.3835665333517988,6998.7898047812605,Kainuu,230.65251103451925,1980.9487989655418
2026-12-31,3773.7675614465816,306.5320121376943,0.0,0.31759041674931354,11267.151021536964,Kainuu,781.389421405986,18210.99233157264
2024-12-31,498.89061108294123,0.0,0.0,2.1680951806482334,13613.117636539879,Lappi,449.2620069724081,553.9893599265852
2025-12-31,293.71885461639454,0.0,0.0,0.0,31201.23795068075,Lappi,230.1101474266644,374.8346582075606
2026-12-31,65.26879057377619,0.0,0.0,0.0,281329.376854933,Lappi,39.17173924797472,108.31945408194926
